"CoC Number","CoC Name","Total Homeless, 2015","Sheltered Homeless, 2015","Unsheltered Homeless, 2015","Homeless Individuals, 2015","Sheltered Homeless Individuals, 2015","Unsheltered Homeless Individuals, 2015","Homeless People in Families, 2015","Sheltered Homeless People in Families, 2015","Unsheltered Homeless People in Families, 2015","Chronically Homeless, 2015","Sheltered Chronically Homeless, 2015","Unsheltered Chronically Homeless, 2015","Chronically Homeless Individuals, 2015","Sheltered Chronically Homeless Individuals, 2015","Unsheltered Chronically Homeless Individuals, 2015","Chronically Homeless People in Families, 2015","Sheltered Chronically Homeless People in Families, 2015","Unsheltered Chronically Homeless People in Families, 2015","Homeless Veterans, 2015","Sheltered Homeless Veterans, 2015","Unsheltered Homeless Veterans, 2015","Homeless Unaccompanied Youth (Under 25), 2015","Sheltered Homeless Unaccompanied Youth (Under 25), 2015","Unsheltered Homeless Unaccompanied Youth (Under 25), 2015","Homeless Unaccompanied Children (Under 18), 2015","Sheltered Homeless Unaccompanied Children (Under 18), 2015","Unsheltered Homeless Unaccompanied Children (Under 18), 2015","Homeless Unaccompanied Young Adults (Age 18-24), 2015","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2015","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2015","Parenting Youth (Under 25), 2015","Sheltered Parenting Youth (Under 25), 2015","Unsheltered Parenting Youth (Under 25), 2015","Parenting Youth Under 18, 2015","Sheltered Parenting Youth Under 18, 2015","Unsheltered Parenting Youth Under 18, 2015","Parenting Youth Age 18-24, 2015","Sheltered Parenting Youth Age 18-24, 2015","Unsheltered Parenting Youth Age 18-24, 2015","Children of Parenting Youth, 2015","Sheltered Children of Parenting Youth, 2015","Unsheltered Children of Parenting Youth, 2015"
"CO-500","Colorado Balance of State CoC","3545.0","1714.0","1831.0","1905.0","819.0","1086.0","1640.0","895.0","745.0","744.0","223.0","521.0","605.0","201.0","404.0","139.0","22.0","117.0","295.0","137.0","158.0","204.0","75.0","129.0","6.0","2.0","4.0","198.0","73.0","125.0","69.0","50.0","19.0","1.0","0.0","1.0","68.0","50.0","18.0","75.0","53.0","22.0"
"CO-503","Metropolitan Denver Homeless Initiative","5335.0","4590.0","745.0","3039.0","2375.0","664.0","2296.0","2215.0","81.0","842.0","520.0","322.0","692.0","427.0","265.0","150.0","93.0","57.0","494.0","400.0","94.0","286.0","231.0","55.0","75.0","72.0","3.0","211.0","159.0","52.0","94.0","88.0","6.0","0.0","0.0","0.0","94.0","88.0","6.0","139.0","132.0","7.0"
"CO-504","Colorado Springs/El Paso County CoC","1073.0","830.0","243.0","785.0","545.0","240.0","288.0","285.0","3.0","291.0","139.0","152.0","275.0","126.0","149.0","16.0","13.0","3.0","161.0","107.0","54.0","76.0","54.0","22.0","1.0","0.0","1.0","75.0","54.0","21.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","12.0","12.0","0.0"
"CT-503","Bridgeport/Norwalk /Stamford/Fairfield County CoC","913.0","773.0","140.0","547.0","417.0","130.0","366.0","356.0","10.0","127.0","59.0","68.0","116.0","50.0","66.0","11.0","9.0","2.0","61.0","52.0","9.0","45.0","34.0","11.0","11.0","11.0","0.0","34.0","23.0","11.0","17.0","16.0","1.0","0.0","0.0","0.0","17.0","16.0","1.0","27.0","26.0","1.0"
"CT-505","Connecticut Balance of State CoC","3134.0","2648.0","486.0","2172.0","1707.0","465.0","962.0","941.0","21.0","456.0","219.0","237.0","422.0","190.0","232.0","34.0","29.0","5.0","221.0","189.0","32.0","79.0","58.0","21.0","0.0","0.0","0.0","79.0","58.0","21.0","26.0","25.0","1.0","0.0","0.0","0.0","26.0","25.0","1.0","38.0","37.0","1.0"
"DC-500","District of Columbia CoC","7298.0","6754.0","544.0","3821.0","3277.0","544.0","3477.0","3477.0","0.0","1790.0","1470.0","320.0","1593.0","1273.0","320.0","197.0","197.0","0.0","408.0","366.0","42.0","200.0","183.0","17.0","7.0","7.0","0.0","193.0","176.0","17.0","366.0","366.0","0.0","0.0","0.0","0.0","366.0","366.0","0.0","544.0","544.0","0.0"
"DE-500","Delaware Statewide CoC","953.0","916.0","37.0","602.0","565.0","37.0","351.0","351.0","0.0","80.0","75.0","5.0","64.0","59.0","5.0","16.0","16.0","0.0","79.0","74.0","5.0","57.0","56.0","1.0","3.0","3.0","0.0","54.0","53.0","1.0","21.0","21.0","0.0","0.0","0.0","0.0","21.0","21.0","0.0","41.0","41.0","0.0"
"FL-500","Sarasota/Bradenton/Manatee, Sarasota Counties CoC","1198.0","721.0","477.0","978.0","523.0","455.0","220.0","198.0","22.0","219.0","40.0","179.0","215.0","36.0","179.0","4.0","4.0","0.0","152.0","95.0","57.0","84.0","56.0","28.0","15.0","13.0","2.0","69.0","43.0","26.0","31.0","28.0","3.0","4.0","4.0","0.0","27.0","24.0","3.0","37.0","35.0","2.0"
"FL-501","Tampa/Hillsborough County CoC","1931.0","1175.0","756.0","1363.0","668.0","695.0","568.0","507.0","61.0","315.0","98.0","217.0","303.0","96.0","207.0","12.0","2.0","10.0","313.0","161.0","152.0","90.0","42.0","48.0","0.0","0.0","0.0","90.0","42.0","48.0","38.0","37.0","1.0","0.0","0.0","0.0","38.0","37.0","1.0","56.0","55.0","1.0"
"FL-502","St. Petersburg/Clearwater/Largo/Pinellas County CoC","3387.0","2215.0","1172.0","2903.0","1735.0","1168.0","484.0","480.0","4.0","633.0","117.0","516.0","631.0","115.0","516.0","2.0","2.0","0.0","589.0","447.0","142.0","201.0","170.0","31.0","74.0","74.0","0.0","127.0","96.0","31.0","23.0","23.0","0.0","1.0","1.0","0.0","22.0","22.0","0.0","29.0","29.0","0.0"
"FL-503","Lakeland/Winter Haven/Polk County CoC","464.0","227.0","237.0","348.0","142.0","206.0","116.0","85.0","31.0","100.0","8.0","92.0","87.0","8.0","79.0","13.0","0.0","13.0","44.0","14.0","30.0","13.0","9.0","4.0","0.0","0.0","0.0","13.0","9.0","4.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","6.0","6.0","0.0"
"FL-504","Daytona Beach/Daytona/Volusia, Flagler Counties CoC","1325.0","550.0","775.0","930.0","311.0","619.0","395.0","239.0","156.0","301.0","32.0","269.0","246.0","32.0","214.0","55.0","0.0","55.0","110.0","26.0","84.0","40.0","18.0","22.0","0.0","0.0","0.0","40.0","18.0","22.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","2.0","4.0","0.0","4.0"
"FL-505","Fort Walton Beach/Okaloosa, Walton Counties CoC","683.0","272.0","411.0","566.0","155.0","411.0","117.0","117.0","0.0","305.0","54.0","251.0","274.0","23.0","251.0","31.0","31.0","0.0","117.0","50.0","67.0","104.0","37.0","67.0","0.0","0.0","0.0","104.0","37.0","67.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL-506","Tallahassee/Leon County CoC","863.0","646.0","217.0","625.0","410.0","215.0","238.0","236.0","2.0","134.0","45.0","89.0","129.0","40.0","89.0","5.0","5.0","0.0","113.0","86.0","27.0","57.0","39.0","18.0","17.0","17.0","0.0","40.0","22.0","18.0","23.0","23.0","0.0","1.0","1.0","0.0","22.0","22.0","0.0","20.0","20.0","0.0"
"FL-507","Orlando/Orange, Osceola, Seminole Counties CoC","2112.0","1820.0","292.0","1392.0","1121.0","271.0","720.0","699.0","21.0","212.0","74.0","138.0","172.0","36.0","136.0","40.0","38.0","2.0","320.0","275.0","45.0","119.0","103.0","16.0","0.0","0.0","0.0","119.0","103.0","16.0","41.0","39.0","2.0","0.0","0.0","0.0","41.0","39.0","2.0","53.0","50.0","3.0"
"FL-508","Gainesville/Alachua, Putnam Counties CoC","870.0","317.0","553.0","788.0","243.0","545.0","82.0","74.0","8.0","395.0","43.0","352.0","377.0","33.0","344.0","18.0","10.0","8.0","217.0","125.0","92.0","53.0","28.0","25.0","19.0","19.0","0.0","34.0","9.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL-509","Fort Pierce/St. Lucie, Indian River, Martin Counties CoC","2412.0","236.0","2176.0","1299.0","92.0","1207.0","1113.0","144.0","969.0","131.0","6.0","125.0","110.0","6.0","104.0","21.0","0.0","21.0","68.0","5.0","63.0","50.0","18.0","32.0","0.0","0.0","0.0","50.0","18.0","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL-510","Jacksonville-Duval, Clay Counties CoC","1853.0","1427.0","426.0","1354.0","938.0","416.0","499.0","489.0","10.0","353.0","203.0","150.0","327.0","179.0","148.0","26.0","24.0","2.0","184.0","128.0","56.0","105.0","68.0","37.0","17.0","17.0","0.0","88.0","51.0","37.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","20.0","20.0","0.0"
"FL-511","Pensacola/Escambia/Santa Rosa County CoC","1014.0","538.0","476.0","874.0","417.0","457.0","140.0","121.0","19.0","219.0","128.0","91.0","219.0","128.0","91.0","0.0","0.0","0.0","167.0","122.0","45.0","185.0","40.0","145.0","146.0","12.0","134.0","39.0","28.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL-512","Saint Johns County CoC","1161.0","198.0","963.0","897.0","51.0","846.0","264.0","147.0","117.0","121.0","13.0","108.0","112.0","11.0","101.0","9.0","2.0","7.0","24.0","5.0","19.0","32.0","1.0","31.0","8.0","1.0","7.0","24.0","0.0","24.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","11.0","11.0","0.0"
"FL-513","Palm Bay/Melbourne/Brevard County CoC","1072.0","684.0","388.0","616.0","244.0","372.0","456.0","440.0","16.0","159.0","2.0","157.0","148.0","2.0","146.0","11.0","0.0","11.0","193.0","139.0","54.0","59.0","39.0","20.0","8.0","6.0","2.0","51.0","33.0","18.0","12.0","12.0","0.0","2.0","2.0","0.0","10.0","10.0","0.0","14.0","14.0","0.0"
"FL-514","Ocala/Marion County CoC","787.0","259.0","528.0","619.0","167.0","452.0","168.0","92.0","76.0","66.0","1.0","65.0","66.0","1.0","65.0","0.0","0.0","0.0","95.0","60.0","35.0","69.0","35.0","34.0","28.0","28.0","0.0","41.0","7.0","34.0","9.0","3.0","6.0","1.0","1.0","0.0","8.0","2.0","6.0","10.0","4.0","6.0"
"FL-515","Panama City/Bay, Jackson Counties CoC","317.0","183.0","134.0","272.0","149.0","123.0","45.0","34.0","11.0","25.0","2.0","23.0","25.0","2.0","23.0","0.0","0.0","0.0","40.0","12.0","28.0","27.0","23.0","4.0","6.0","6.0","0.0","21.0","17.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL-517","Hendry, Hardee, Highlands Counties CoC","1218.0","278.0","940.0","620.0","80.0","540.0","598.0","198.0","400.0","227.0","25.0","202.0","227.0","25.0","202.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0","0.0","25.0","0.0","0.0","0.0","25.0","0.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","1115.0","66.0","1049.0","876.0","45.0","831.0","239.0","21.0","218.0","209.0","0.0","209.0","170.0","0.0","170.0","39.0","0.0","39.0","139.0","27.0","112.0","269.0","16.0","253.0","9.0","7.0","2.0","260.0","9.0","251.0","4.0","2.0","2.0","0.0","0.0","0.0","4.0","2.0","2.0","8.0","4.0","4.0"
"FL-519","Pasco County CoC","1019.0","159.0","860.0","792.0","112.0","680.0","227.0","47.0","180.0","433.0","42.0","391.0","296.0","42.0","254.0","137.0","0.0","137.0","114.0","44.0","70.0","186.0","12.0","174.0","126.0","2.0","124.0","60.0","10.0","50.0","16.0","1.0","15.0","0.0","0.0","0.0","16.0","1.0","15.0","25.0","1.0","24.0"
"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","731.0","267.0","464.0","486.0","147.0","339.0","245.0","120.0","125.0","38.0","11.0","27.0","36.0","9.0","27.0","2.0","2.0","0.0","62.0","21.0","41.0","32.0","10.0","22.0","0.0","0.0","0.0","32.0","10.0","22.0","13.0","11.0","2.0","0.0","0.0","0.0","13.0","11.0","2.0","21.0","17.0","4.0"
"FL-600","Miami/Dade County CoC","4152.0","3145.0","1007.0","2720.0","1713.0","1007.0","1432.0","1432.0","0.0","526.0","174.0","352.0","486.0","134.0","352.0","40.0","40.0","0.0","236.0","213.0","23.0","150.0","139.0","11.0","11.0","11.0","0.0","139.0","128.0","11.0","48.0","48.0","0.0","0.0","0.0","0.0","48.0","48.0","0.0","88.0","88.0","0.0"
"FL-601","Ft Lauderdale/Broward County CoC","2615.0","1796.0","819.0","2099.0","1304.0","795.0","516.0","492.0","24.0","444.0","141.0","303.0","427.0","135.0","292.0","17.0","6.0","11.0","247.0","137.0","110.0","191.0","156.0","35.0","41.0","40.0","1.0","150.0","116.0","34.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","23.0","23.0","0.0"
"FL-602","Punta Gorda/Charlotte County CoC","562.0","162.0","400.0","313.0","73.0","240.0","249.0","89.0","160.0","156.0","6.0","150.0","135.0","4.0","131.0","21.0","2.0","19.0","65.0","36.0","29.0","23.0","23.0","0.0","21.0","21.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL-603","Ft Myers/Cape Coral/Lee County CoC","614.0","300.0","314.0","520.0","236.0","284.0","94.0","64.0","30.0","180.0","39.0","141.0","171.0","37.0","134.0","9.0","2.0","7.0","62.0","34.0","28.0","39.0","22.0","17.0","5.0","5.0","0.0","34.0","17.0","17.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","6.0","6.0","0.0"
"FL-604","Monroe County CoC","615.0","301.0","314.0","562.0","260.0","302.0","53.0","41.0","12.0","148.0","30.0","118.0","148.0","30.0","118.0","0.0","0.0","0.0","93.0","34.0","59.0","27.0","9.0","18.0","5.0","5.0","0.0","22.0","4.0","18.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"FL-605","West Palm Beach/Palm Beach County CoC","1421.0","596.0","825.0","1220.0","448.0","772.0","201.0","148.0","53.0","452.0","24.0","428.0","448.0","24.0","424.0","4.0","0.0","4.0","157.0","71.0","86.0","112.0","66.0","46.0","35.0","35.0","0.0","77.0","31.0","46.0","8.0","4.0","4.0","0.0","0.0","0.0","8.0","4.0","4.0","11.0","7.0","4.0"
"FL-606","Naples/Collier County CoC","389.0","345.0","44.0","293.0","249.0","44.0","96.0","96.0","0.0","39.0","25.0","14.0","36.0","22.0","14.0","3.0","3.0","0.0","5.0","5.0","0.0","29.0","28.0","1.0","2.0","2.0","0.0","27.0","26.0","1.0","4.0","4.0","0.0","1.0","1.0","0.0","3.0","3.0","0.0","6.0","6.0","0.0"
"GA-500","Atlanta Continuum of Care","4317.0","3280.0","1037.0","3752.0","2721.0","1031.0","565.0","559.0","6.0","781.0","416.0","365.0","765.0","400.0","365.0","16.0","16.0","0.0","633.0","482.0","151.0","191.0","150.0","41.0","2.0","2.0","0.0","189.0","148.0","41.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","6.0","6.0","0.0"
"GA-501","Georgia Balance of State CoC","5797.0","2279.0","3518.0","3383.0","651.0","2732.0","2414.0","1628.0","786.0","931.0","98.0","833.0","844.0","87.0","757.0","87.0","11.0","76.0","553.0","133.0","420.0","195.0","33.0","162.0","4.0","0.0","4.0","191.0","33.0","158.0","22.0","16.0","6.0","0.0","0.0","0.0","22.0","16.0","6.0","38.0","19.0","19.0"
"GA-502","Fulton County Continuum of Care","473.0","420.0","53.0","272.0","226.0","46.0","201.0","194.0","7.0","47.0","28.0","19.0","22.0","9.0","13.0","25.0","19.0","6.0","57.0","57.0","0.0","47.0","46.0","1.0","8.0","8.0","0.0","39.0","38.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA-503","Athens/Clarke County CoC","226.0","135.0","91.0","188.0","97.0","91.0","38.0","38.0","0.0","32.0","5.0","27.0","32.0","5.0","27.0","0.0","0.0","0.0","20.0","11.0","9.0","10.0","7.0","3.0","0.0","0.0","0.0","10.0","7.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA-504","Augusta CoC","407.0","278.0","129.0","265.0","196.0","69.0","142.0","82.0","60.0","34.0","14.0","20.0","34.0","14.0","20.0","0.0","0.0","0.0","71.0","36.0","35.0","14.0","10.0","4.0","0.0","0.0","0.0","14.0","10.0","4.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","24.0","24.0","0.0"
"GA-505","Columbus-Muscogee/Russell County CoC","371.0","206.0","165.0","323.0","158.0","165.0","48.0","48.0","0.0","59.0","5.0","54.0","59.0","5.0","54.0","0.0","0.0","0.0","37.0","11.0","26.0","17.0","5.0","12.0","0.0","0.0","0.0","17.0","5.0","12.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0"
"GA-506","Marietta/Cobb County CoC","415.0","324.0","91.0","208.0","139.0","69.0","207.0","185.0","22.0","49.0","8.0","41.0","42.0","8.0","34.0","7.0","0.0","7.0","22.0","10.0","12.0","8.0","7.0","1.0","0.0","0.0","0.0","8.0","7.0","1.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","12.0","12.0","0.0"
"GA-507","Savannah/Chatham County CoC","1100.0","578.0","522.0","953.0","431.0","522.0","147.0","147.0","0.0","121.0","46.0","75.0","113.0","38.0","75.0","8.0","8.0","0.0","48.0","32.0","16.0","61.0","25.0","36.0","1.0","1.0","0.0","60.0","24.0","36.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"GA-508","DeKalb County Continuum of Care","684.0","487.0","197.0","358.0","164.0","194.0","326.0","323.0","3.0","83.0","2.0","81.0","83.0","2.0","81.0","0.0","0.0","0.0","107.0","94.0","13.0","32.0","9.0","23.0","0.0","0.0","0.0","32.0","9.0","23.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","13.0","13.0","0.0"
"GU-500","Guam CoC","1280.0","87.0","1193.0","306.0","23.0","283.0","974.0","64.0","910.0","153.0","0.0","153.0","27.0","0.0","27.0","126.0","0.0","126.0","23.0","1.0","22.0","7.0","1.0","6.0","1.0","1.0","0.0","6.0","0.0","6.0","12.0","0.0","12.0","0.0","0.0","0.0","12.0","0.0","12.0","10.0","0.0","10.0"
"HI-500","Hawaii Balance of State CoC","2717.0","813.0","1904.0","1744.0","334.0","1410.0","973.0","479.0","494.0","666.0","20.0","646.0","593.0","18.0","575.0","73.0","2.0","71.0","225.0","35.0","190.0","147.0","26.0","121.0","3.0","0.0","3.0","144.0","26.0","118.0","23.0","10.0","13.0","0.0","0.0","0.0","23.0","10.0","13.0","29.0","16.0","13.0"
"HI-501","Honolulu CoC","4903.0","2964.0","1939.0","2563.0","909.0","1654.0","2340.0","2055.0","285.0","868.0","160.0","708.0","779.0","135.0","644.0","89.0","25.0","64.0","467.0","240.0","227.0","156.0","50.0","106.0","21.0","8.0","13.0","135.0","42.0","93.0","72.0","60.0","12.0","1.0","0.0","1.0","71.0","60.0","11.0","64.0","55.0","9.0"
"IA-500","Sioux City/Dakota, Woodbury Counties CoC","276.0","265.0","11.0","113.0","102.0","11.0","163.0","163.0","0.0","26.0","25.0","1.0","26.0","25.0","1.0","0.0","0.0","0.0","14.0","13.0","1.0","30.0","30.0","0.0","0.0","0.0","0.0","30.0","30.0","0.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","18.0","18.0","0.0"
"IA-501","Iowa Balance of State CoC","1975.0","1876.0","99.0","821.0","726.0","95.0","1154.0","1150.0","4.0","135.0","126.0","9.0","69.0","60.0","9.0","66.0","66.0","0.0","81.0","64.0","17.0","97.0","95.0","2.0","4.0","4.0","0.0","93.0","91.0","2.0","94.0","94.0","0.0","4.0","4.0","0.0","90.0","90.0","0.0","98.0","98.0","0.0"
"IA-502","Des Moines/Polk County CoC","830.0","737.0","93.0","567.0","474.0","93.0","263.0","263.0","0.0","114.0","70.0","44.0","106.0","62.0","44.0","8.0","8.0","0.0","112.0","98.0","14.0","52.0","51.0","1.0","3.0","3.0","0.0","49.0","48.0","1.0","20.0","20.0","0.0","0.0","0.0","0.0","20.0","20.0","0.0","23.0","23.0","0.0"
"ID-500","Boise/Ada County CoC","755.0","674.0","81.0","611.0","534.0","77.0","144.0","140.0","4.0","94.0","67.0","27.0","82.0","59.0","23.0","12.0","8.0","4.0","126.0","112.0","14.0","54.0","51.0","3.0","3.0","3.0","0.0","51.0","48.0","3.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"ID-501","Idaho Balance of State","1211.0","823.0","388.0","561.0","298.0","263.0","650.0","525.0","125.0","151.0","45.0","106.0","82.0","25.0","57.0","69.0","20.0","49.0","123.0","62.0","61.0","75.0","40.0","35.0","1.0","0.0","1.0","74.0","40.0","34.0","20.0","17.0","3.0","0.0","0.0","0.0","20.0","17.0","3.0","28.0","26.0","2.0"
"IL-500","McHenry County CoC","177.0","168.0","9.0","116.0","113.0","3.0","61.0","55.0","6.0","6.0","4.0","2.0","6.0","4.0","2.0","0.0","0.0","0.0","25.0","25.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"IL-501","Rockford/Winnebago, Boone Counties CoC","327.0","298.0","29.0","197.0","168.0","29.0","130.0","130.0","0.0","31.0","22.0","9.0","27.0","18.0","9.0","4.0","4.0","0.0","20.0","19.0","1.0","25.0","23.0","2.0","10.0","10.0","0.0","15.0","13.0","2.0","20.0","20.0","0.0","0.0","0.0","0.0","20.0","20.0","0.0","28.0","28.0","0.0"
"IL-502","Waukegan/North Chicago/Lake County CoC","386.0","381.0","5.0","197.0","192.0","5.0","189.0","189.0","0.0","46.0","45.0","1.0","46.0","45.0","1.0","0.0","0.0","0.0","58.0","58.0","0.0","17.0","16.0","1.0","0.0","0.0","0.0","17.0","16.0","1.0","15.0","15.0","0.0","0.0","0.0","0.0","15.0","15.0","0.0","24.0","24.0","0.0"
"IL-503","Champaign/Urbana/Rantoul/Champaign County CoC","163.0","153.0","10.0","125.0","115.0","10.0","38.0","38.0","0.0","5.0","0.0","5.0","5.0","0.0","5.0","0.0","0.0","0.0","18.0","16.0","2.0","26.0","26.0","0.0","5.0","5.0","0.0","21.0","21.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","5.0","5.0","0.0"
"IL-504","Madison County CoC","168.0","144.0","24.0","38.0","23.0","15.0","130.0","121.0","9.0","28.0","15.0","13.0","12.0","5.0","7.0","16.0","10.0","6.0","10.0","10.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IL-506","Joliet/Bolingbrook/Will County CoC","340.0","314.0","26.0","207.0","184.0","23.0","133.0","130.0","3.0","49.0","35.0","14.0","40.0","26.0","14.0","9.0","9.0","0.0","23.0","23.0","0.0","16.0","11.0","5.0","0.0","0.0","0.0","16.0","11.0","5.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","9.0","9.0","0.0"
"IL-507","Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC","451.0","383.0","68.0","262.0","233.0","29.0","189.0","150.0","39.0","76.0","64.0","12.0","68.0","56.0","12.0","8.0","8.0","0.0","29.0","23.0","6.0","42.0","41.0","1.0","0.0","0.0","0.0","42.0","41.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","2.0"
"IL-508","East Saint Louis/Belleville/Saint Clair County CoC","318.0","166.0","152.0","176.0","52.0","124.0","142.0","114.0","28.0","101.0","17.0","84.0","94.0","10.0","84.0","7.0","7.0","0.0","38.0","23.0","15.0","9.0","5.0","4.0","0.0","0.0","0.0","9.0","5.0","4.0","16.0","14.0","2.0","0.0","0.0","0.0","16.0","14.0","2.0","27.0","25.0","2.0"
"IL-509","Dekalb City & County CoC","101.0","99.0","2.0","45.0","43.0","2.0","56.0","56.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","6.0","6.0","0.0"
"IL-510","Chicago CoC","6786.0","4731.0","2055.0","4592.0","2558.0","2034.0","2194.0","2173.0","21.0","1066.0","389.0","677.0","1050.0","373.0","677.0","16.0","16.0","0.0","752.0","346.0","406.0","446.0","325.0","121.0","8.0","5.0","3.0","438.0","320.0","118.0","199.0","199.0","0.0","0.0","0.0","0.0","199.0","199.0","0.0","301.0","301.0","0.0"
"IL-511","Cook County CoC","895.0","785.0","110.0","528.0","418.0","110.0","367.0","367.0","0.0","106.0","81.0","25.0","106.0","81.0","25.0","0.0","0.0","0.0","92.0","85.0","7.0","38.0","31.0","7.0","2.0","1.0","1.0","36.0","30.0","6.0","19.0","19.0","0.0","0.0","0.0","0.0","19.0","19.0","0.0","24.0","24.0","0.0"
"IL-512","Bloomington/Central Illinois CoC","619.0","565.0","54.0","238.0","221.0","17.0","381.0","344.0","37.0","63.0","47.0","16.0","48.0","32.0","16.0","15.0","15.0","0.0","20.0","19.0","1.0","16.0","15.0","1.0","1.0","1.0","0.0","15.0","14.0","1.0","6.0","6.0","0.0","2.0","2.0","0.0","4.0","4.0","0.0","11.0","11.0","0.0"
"IL-513","Springfield/Sangamon County CoC","326.0","311.0","15.0","227.0","212.0","15.0","99.0","99.0","0.0","30.0","23.0","7.0","30.0","23.0","7.0","0.0","0.0","0.0","28.0","24.0","4.0","22.0","22.0","0.0","2.0","2.0","0.0","20.0","20.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","4.0","4.0","0.0"
"IL-514","DuPage County CoC","672.0","642.0","30.0","290.0","260.0","30.0","382.0","382.0","0.0","54.0","50.0","4.0","54.0","50.0","4.0","0.0","0.0","0.0","21.0","20.0","1.0","52.0","51.0","1.0","8.0","8.0","0.0","44.0","43.0","1.0","29.0","29.0","0.0","0.0","0.0","0.0","29.0","29.0","0.0","38.0","38.0","0.0"
"IL-515","South Central Illinois CoC","122.0","98.0","24.0","44.0","28.0","16.0","78.0","70.0","8.0","12.0","12.0","0.0","7.0","7.0","0.0","5.0","5.0","0.0","9.0","9.0","0.0","3.0","1.0","2.0","2.0","1.0","1.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"IL-516","Decatur/Macon County CoC","238.0","199.0","39.0","170.0","134.0","36.0","68.0","65.0","3.0","70.0","48.0","22.0","67.0","48.0","19.0","3.0","0.0","3.0","10.0","6.0","4.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","10.0","10.0","0.0"
